,state_number,consecutive_number,vehicle_number,drivers_vision_obscured_by,drivers_vision_obscured_by_name
15189,26,260165,1,0,No Obstruction Noted
15190,26,260166,1,0,No Obstruction Noted
15191,26,260167,1,0,No Obstruction Noted
15192,26,260168,1,0,No Obstruction Noted
15193,26,260169,1,0,No Obstruction Noted
15194,26,260170,1,0,No Obstruction Noted
15195,26,260171,1,0,No Obstruction Noted
15196,26,260172,1,0,No Obstruction Noted
15197,26,260173,1,0,No Obstruction Noted
15198,26,260204,1,0,No Obstruction Noted
15199,26,260206,1,0,No Obstruction Noted
15200,26,260207,1,0,No Obstruction Noted
15201,26,260208,1,0,No Obstruction Noted
15202,26,260209,1,0,No Obstruction Noted
15203,26,260211,1,0,No Obstruction Noted
15204,26,260212,1,0,No Obstruction Noted
15205,26,260213,1,0,No Obstruction Noted
15206,26,260214,1,0,No Obstruction Noted
15207,26,260215,1,0,No Obstruction Noted
15208,26,260216,1,0,No Obstruction Noted
15209,26,260217,1,0,No Obstruction Noted
15210,26,260218,1,0,No Obstruction Noted
15211,26,260219,1,0,No Obstruction Noted
15212,26,260195,1,0,No Obstruction Noted
15213,26,260189,1,0,No Obstruction Noted
15214,26,260190,1,0,No Obstruction Noted
15215,26,260191,1,0,No Obstruction Noted
15216,26,260192,1,0,No Obstruction Noted
15217,26,260193,1,0,No Obstruction Noted
15218,26,260194,1,0,No Obstruction Noted
15219,26,260281,1,0,No Obstruction Noted
15220,26,260196,1,0,No Obstruction Noted
15221,26,260197,1,0,No Obstruction Noted
15222,26,260198,1,0,No Obstruction Noted
15223,26,260199,1,0,No Obstruction Noted
15224,26,260200,1,0,No Obstruction Noted
15225,26,260201,1,0,No Obstruction Noted
15226,26,260202,1,0,No Obstruction Noted
15227,26,260203,1,0,No Obstruction Noted
15228,26,260356,1,0,No Obstruction Noted
15229,26,260357,1,0,No Obstruction Noted
15230,26,260358,1,0,No Obstruction Noted
15231,26,260359,1,0,No Obstruction Noted
15232,26,260360,1,0,No Obstruction Noted
15233,26,260355,1,0,No Obstruction Noted
15234,26,260361,1,0,No Obstruction Noted
15235,26,260362,1,0,No Obstruction Noted
15236,26,260363,1,0,No Obstruction Noted
15237,26,260364,1,0,No Obstruction Noted
15238,26,260365,1,0,No Obstruction Noted
15239,26,260366,1,0,No Obstruction Noted
15240,26,260346,1,0,No Obstruction Noted
15241,26,260339,1,0,No Obstruction Noted
15242,26,260340,1,0,No Obstruction Noted
15243,26,260341,1,0,No Obstruction Noted
15244,26,260342,1,0,No Obstruction Noted
15245,26,260343,1,0,No Obstruction Noted
15246,26,260344,1,0,No Obstruction Noted
15247,26,260345,1,0,No Obstruction Noted
15248,26,260348,1,0,No Obstruction Noted
15249,26,260349,1,0,No Obstruction Noted
15250,26,260350,1,0,No Obstruction Noted
15251,26,260351,1,0,No Obstruction Noted
15252,26,260352,1,0,No Obstruction Noted
15253,26,260353,1,0,No Obstruction Noted
15254,26,260354,1,0,No Obstruction Noted
15255,26,260391,1,0,No Obstruction Noted
15256,26,260384,1,0,No Obstruction Noted
15257,26,260385,1,0,No Obstruction Noted
15258,26,260386,1,0,No Obstruction Noted
15259,26,260387,1,0,No Obstruction Noted
15260,26,260388,1,0,No Obstruction Noted
15261,26,260389,1,0,No Obstruction Noted
15262,26,260390,1,0,No Obstruction Noted
15263,26,260383,1,0,No Obstruction Noted
15264,26,260392,1,0,No Obstruction Noted
15265,26,260393,1,0,No Obstruction Noted
15266,26,260394,1,0,No Obstruction Noted
15267,26,260395,1,0,No Obstruction Noted
15268,26,260397,1,0,No Obstruction Noted
15269,26,260399,1,0,No Obstruction Noted
15270,26,260401,1,0,No Obstruction Noted
15271,26,260402,1,0,No Obstruction Noted
15272,26,260403,1,0,No Obstruction Noted
15273,26,260375,1,0,No Obstruction Noted
15274,26,260367,1,0,No Obstruction Noted
15275,26,260368,1,0,No Obstruction Noted
15276,26,260369,1,0,No Obstruction Noted
15277,26,260370,1,0,No Obstruction Noted
15278,26,260372,1,0,No Obstruction Noted
15279,26,260373,1,0,No Obstruction Noted
15280,26,260374,1,0,No Obstruction Noted
15281,26,260376,1,0,No Obstruction Noted
15282,26,260377,1,0,No Obstruction Noted
15283,26,260378,1,0,No Obstruction Noted
15284,26,260379,1,0,No Obstruction Noted
15285,26,260380,1,0,No Obstruction Noted
15286,26,260381,1,0,No Obstruction Noted
15287,26,260382,1,0,No Obstruction Noted
15288,26,260301,1,0,No Obstruction Noted
15289,26,260295,1,0,No Obstruction Noted
15290,26,260296,1,0,No Obstruction Noted
15291,26,260297,1,0,No Obstruction Noted
15292,26,260298,1,0,No Obstruction Noted
15293,26,260299,1,0,No Obstruction Noted
15294,26,260300,1,0,No Obstruction Noted
15295,26,260294,1,0,No Obstruction Noted
15296,26,260302,1,0,No Obstruction Noted
15297,26,260303,1,0,No Obstruction Noted
15298,26,260304,1,0,No Obstruction Noted
15299,26,260305,1,0,No Obstruction Noted
15300,26,260306,1,0,No Obstruction Noted
15301,26,260307,1,0,No Obstruction Noted
15302,26,260308,1,0,No Obstruction Noted
15303,26,260309,1,0,No Obstruction Noted
15304,26,260282,1,0,No Obstruction Noted
15305,26,260283,1,0,No Obstruction Noted
15306,26,260284,1,0,No Obstruction Noted
15307,26,260285,1,0,No Obstruction Noted
15308,26,260286,1,0,No Obstruction Noted
15309,26,260287,1,0,No Obstruction Noted
15310,26,260288,1,0,No Obstruction Noted
15311,26,260289,1,0,No Obstruction Noted
15312,26,260290,1,0,No Obstruction Noted
15313,26,260291,1,0,No Obstruction Noted
15314,26,260292,1,0,No Obstruction Noted
15315,26,260293,1,0,No Obstruction Noted
15316,26,260332,1,0,No Obstruction Noted
15317,26,260326,1,0,No Obstruction Noted
15318,26,260327,1,0,No Obstruction Noted
15319,26,260328,1,0,No Obstruction Noted
15320,26,260329,1,0,No Obstruction Noted
15321,26,260330,1,0,No Obstruction Noted
15322,26,260331,1,0,No Obstruction Noted
15323,26,260333,1,0,No Obstruction Noted
15324,26,260334,1,0,No Obstruction Noted
15325,26,260335,1,0,No Obstruction Noted
15326,26,260336,1,0,No Obstruction Noted
15327,26,260337,1,0,No Obstruction Noted
15328,26,260338,1,0,No Obstruction Noted
15329,26,260317,1,0,No Obstruction Noted
15330,26,260310,1,0,No Obstruction Noted
15331,26,260311,1,0,No Obstruction Noted
15332,26,260312,1,0,No Obstruction Noted
15333,26,260313,1,0,No Obstruction Noted
15334,26,260314,1,0,No Obstruction Noted
15335,26,260315,1,0,No Obstruction Noted
15336,26,260316,1,0,No Obstruction Noted
15337,26,260157,1,0,No Obstruction Noted
15338,26,260318,1,0,No Obstruction Noted
15339,26,260319,1,0,No Obstruction Noted
15340,26,260320,1,0,No Obstruction Noted
15341,26,260321,1,0,No Obstruction Noted
15342,26,260322,1,0,No Obstruction Noted
15343,26,260323,1,0,No Obstruction Noted
15344,26,260325,1,0,No Obstruction Noted
15345,26,260001,1,0,No Obstruction Noted
15346,26,260025,1,0,No Obstruction Noted
15347,26,260018,1,0,No Obstruction Noted
15348,26,260019,1,0,No Obstruction Noted
15349,26,260020,1,0,No Obstruction Noted
15350,26,260021,1,0,No Obstruction Noted
15351,26,260022,1,0,No Obstruction Noted
15352,26,260023,1,0,No Obstruction Noted
15353,26,260024,1,0,No Obstruction Noted
15354,26,260026,1,0,No Obstruction Noted
15355,26,260027,1,0,No Obstruction Noted
15356,26,260028,1,0,No Obstruction Noted
15357,26,260029,1,0,No Obstruction Noted
15358,26,260030,1,0,No Obstruction Noted
15359,26,260032,1,0,No Obstruction Noted
15360,26,260033,1,0,No Obstruction Noted
15361,26,260002,1,0,No Obstruction Noted
15362,26,260003,1,0,No Obstruction Noted
15363,26,260004,1,0,No Obstruction Noted
15364,26,260005,1,0,No Obstruction Noted
15365,26,260006,1,0,No Obstruction Noted
15366,26,260007,1,0,No Obstruction Noted
15367,26,260008,1,0,No Obstruction Noted
15368,26,260009,1,0,No Obstruction Noted
15369,26,260011,1,0,No Obstruction Noted
15370,26,260012,1,0,No Obstruction Noted
15371,26,260013,1,0,No Obstruction Noted
15372,26,260014,1,0,No Obstruction Noted
15373,26,260015,1,0,No Obstruction Noted
15374,26,260016,1,0,No Obstruction Noted
15375,26,260017,1,0,No Obstruction Noted
15376,26,260034,1,0,No Obstruction Noted
15377,26,260114,1,0,No Obstruction Noted
15378,26,260107,1,0,No Obstruction Noted
15379,26,260108,1,0,No Obstruction Noted
15380,26,260109,1,0,No Obstruction Noted
15381,26,260110,1,0,No Obstruction Noted
15382,26,260111,1,0,No Obstruction Noted
15383,26,260112,1,0,No Obstruction Noted
15384,26,260113,1,0,No Obstruction Noted
15385,26,260115,1,0,No Obstruction Noted
15386,26,260116,1,0,No Obstruction Noted
15387,26,260117,1,0,No Obstruction Noted
15388,26,260118,1,0,No Obstruction Noted
15389,26,260119,1,0,No Obstruction Noted
15390,26,260120,1,0,No Obstruction Noted
15391,26,260121,1,0,No Obstruction Noted
15392,26,260122,1,0,No Obstruction Noted
15393,26,260098,1,0,No Obstruction Noted
15394,26,260090,1,0,No Obstruction Noted
15395,26,260091,1,0,No Obstruction Noted
15396,26,260092,1,0,No Obstruction Noted
15397,26,260093,1,0,No Obstruction Noted
15398,26,260094,1,0,No Obstruction Noted
15399,26,260095,1,0,No Obstruction Noted
15400,26,260097,1,0,No Obstruction Noted
15401,26,260123,1,0,No Obstruction Noted
15402,26,260099,1,0,No Obstruction Noted
15403,26,260100,1,0,No Obstruction Noted
15404,26,260101,1,0,No Obstruction Noted
15405,26,260102,1,0,No Obstruction Noted
15406,26,260103,1,0,No Obstruction Noted
15407,26,260104,1,0,No Obstruction Noted
15408,26,260105,1,0,No Obstruction Noted
15409,26,260106,1,0,No Obstruction Noted
15410,26,260149,1,0,No Obstruction Noted
15411,26,260141,1,0,No Obstruction Noted
15412,26,260142,1,0,No Obstruction Noted
15413,26,260143,1,0,No Obstruction Noted
15414,26,260144,1,0,No Obstruction Noted
15415,26,260145,1,0,No Obstruction Noted
15416,26,260146,1,0,No Obstruction Noted
15417,26,260148,1,0,No Obstruction Noted
15418,26,260140,1,0,No Obstruction Noted
15419,26,260150,1,0,No Obstruction Noted
15420,26,260151,1,0,No Obstruction Noted
15421,26,260152,1,0,No Obstruction Noted
15422,26,260153,1,0,No Obstruction Noted
15423,26,260154,1,0,No Obstruction Noted
15424,26,260155,1,0,No Obstruction Noted
15425,26,260156,1,0,No Obstruction Noted
15426,26,260124,1,0,No Obstruction Noted
15427,26,260125,1,0,No Obstruction Noted
15428,26,260126,1,0,No Obstruction Noted
15429,26,260127,1,0,No Obstruction Noted
15430,26,260128,1,0,No Obstruction Noted
15431,26,260129,1,0,No Obstruction Noted
15432,26,260130,1,0,No Obstruction Noted
15433,26,260089,1,0,No Obstruction Noted
15434,26,260131,1,0,No Obstruction Noted
15435,26,260132,1,0,No Obstruction Noted
15436,26,260133,1,0,No Obstruction Noted
15437,26,260135,1,0,No Obstruction Noted
15438,26,260136,1,0,No Obstruction Noted
15439,26,260137,1,0,No Obstruction Noted
15440,26,260138,1,0,No Obstruction Noted
15441,26,260139,1,0,No Obstruction Noted
15442,26,260050,1,0,No Obstruction Noted
15443,26,260051,1,0,No Obstruction Noted
15444,26,260052,1,0,No Obstruction Noted
15445,26,260053,1,0,No Obstruction Noted
15446,26,260054,1,0,No Obstruction Noted
15447,26,260055,1,0,No Obstruction Noted
15448,26,260049,1,0,No Obstruction Noted
15449,26,260056,1,0,No Obstruction Noted
15450,26,260057,1,0,No Obstruction Noted
15451,26,260058,1,0,No Obstruction Noted
15452,26,260059,1,0,No Obstruction Noted
15453,26,260060,1,0,No Obstruction Noted
15454,26,260042,1,0,No Obstruction Noted
15455,26,260035,1,0,No Obstruction Noted
15456,26,260036,1,0,No Obstruction Noted
15457,26,260037,1,0,No Obstruction Noted
15458,26,260038,1,0,No Obstruction Noted
15459,26,260039,1,0,No Obstruction Noted
15460,26,260040,1,0,No Obstruction Noted
15461,26,260041,1,0,No Obstruction Noted
15462,26,260061,1,0,No Obstruction Noted
15463,26,260043,1,0,No Obstruction Noted
15464,26,260044,1,0,No Obstruction Noted
15465,26,260045,1,0,No Obstruction Noted
15466,26,260046,1,0,No Obstruction Noted
15467,26,260047,1,0,No Obstruction Noted
15468,26,260048,1,0,No Obstruction Noted
15469,26,260082,1,0,No Obstruction Noted
15470,26,260078,1,0,No Obstruction Noted
15471,26,260079,1,0,No Obstruction Noted
15472,26,260080,1,0,No Obstruction Noted
15473,26,260081,1,0,No Obstruction Noted
15474,26,260077,1,0,No Obstruction Noted
15475,26,260083,1,0,No Obstruction Noted
15476,26,260084,1,0,No Obstruction Noted
15477,26,260085,1,0,No Obstruction Noted
15478,26,260086,1,0,No Obstruction Noted
15479,26,260087,1,0,No Obstruction Noted
15480,26,260088,1,0,No Obstruction Noted
15481,26,260062,1,0,No Obstruction Noted
15482,26,260064,1,0,No Obstruction Noted
15483,26,260065,1,0,No Obstruction Noted
15484,26,260066,1,0,No Obstruction Noted
15485,26,260067,1,0,No Obstruction Noted
15486,26,260068,1,0,No Obstruction Noted
15487,26,260069,1,0,No Obstruction Noted
15488,26,260070,1,0,No Obstruction Noted
15489,26,260072,1,0,No Obstruction Noted
15490,26,260073,1,0,No Obstruction Noted
15491,26,260074,1,0,No Obstruction Noted
15492,26,260075,1,0,No Obstruction Noted
15493,26,260076,1,0,No Obstruction Noted
15494,27,270282,1,0,No Obstruction Noted
15495,27,270275,1,0,No Obstruction Noted
15496,27,270276,1,0,No Obstruction Noted
15497,27,270277,1,0,No Obstruction Noted
15498,27,270278,1,0,No Obstruction Noted
15499,27,270279,1,0,No Obstruction Noted
15500,27,270280,1,0,No Obstruction Noted
15501,27,270281,1,0,No Obstruction Noted
15502,27,270274,1,0,No Obstruction Noted
15503,27,270283,1,0,No Obstruction Noted
15504,27,270284,1,0,No Obstruction Noted
15505,27,270285,1,0,No Obstruction Noted
15506,27,270286,1,0,No Obstruction Noted
15507,27,270287,1,0,No Obstruction Noted
15508,27,270266,1,0,No Obstruction Noted
15509,27,270260,1,0,No Obstruction Noted
15510,27,270261,1,0,No Obstruction Noted
15511,27,270262,1,0,No Obstruction Noted
15512,27,270263,1,0,No Obstruction Noted
15513,27,270264,1,0,No Obstruction Noted
15514,27,270288,1,0,No Obstruction Noted
15515,27,270267,1,0,No Obstruction Noted
15516,27,270268,1,0,No Obstruction Noted
15517,27,270269,1,0,No Obstruction Noted
15518,27,270270,1,0,No Obstruction Noted
15519,27,270271,1,0,No Obstruction Noted
15520,27,270272,1,0,No Obstruction Noted
15521,27,270273,1,0,No Obstruction Noted
15522,27,270309,1,0,No Obstruction Noted
15523,27,270303,1,0,No Obstruction Noted
15524,27,270304,1,0,No Obstruction Noted
15525,27,270305,1,0,No Obstruction Noted
15526,27,270306,1,0,No Obstruction Noted
15527,27,270307,1,0,No Obstruction Noted
15528,27,270308,1,0,No Obstruction Noted
15529,27,270302,1,0,No Obstruction Noted
15530,27,270310,1,0,No Obstruction Noted
15531,27,270311,1,0,No Obstruction Noted
15532,27,270313,1,0,No Obstruction Noted
15533,27,270314,1,0,No Obstruction Noted
15534,27,270315,1,0,No Obstruction Noted
15535,27,270316,1,0,No Obstruction Noted
15536,27,270289,1,0,No Obstruction Noted
15537,27,270291,1,0,No Obstruction Noted
15538,27,270292,1,0,No Obstruction Noted
15539,27,270293,1,0,No Obstruction Noted
15540,27,270294,1,0,No Obstruction Noted
15541,27,270259,1,0,No Obstruction Noted
15542,27,270295,1,0,No Obstruction Noted
15543,27,270296,1,0,No Obstruction Noted
15544,27,270297,1,0,No Obstruction Noted
15545,27,270298,1,0,No Obstruction Noted
15546,27,270299,1,0,No Obstruction Noted
15547,27,270300,1,0,No Obstruction Noted
15548,27,270301,1,0,No Obstruction Noted
15549,27,270222,1,0,No Obstruction Noted
15550,27,270218,1,0,No Obstruction Noted
15551,27,270219,1,0,No Obstruction Noted
15552,27,270220,1,0,No Obstruction Noted
15553,27,270221,1,0,No Obstruction Noted
15554,27,270217,1,0,No Obstruction Noted
15555,27,270223,1,0,No Obstruction Noted
15556,27,270224,1,0,No Obstruction Noted
15557,27,270225,1,0,No Obstruction Noted
15558,27,270226,1,0,No Obstruction Noted
15559,27,270227,1,0,No Obstruction Noted
15560,27,270228,1,0,No Obstruction Noted
15561,27,270229,1,0,No Obstruction Noted
15562,27,270210,1,0,No Obstruction Noted
15563,27,270204,1,0,No Obstruction Noted
15564,27,270205,1,0,No Obstruction Noted
15565,27,270206,1,0,No Obstruction Noted
15566,27,270207,1,0,No Obstruction Noted
15567,27,270208,1,0,No Obstruction Noted
15568,27,270209,1,0,No Obstruction Noted
15569,27,270230,1,0,No Obstruction Noted
15570,27,270211,1,0,No Obstruction Noted
15571,27,270212,1,0,No Obstruction Noted
15572,27,270213,1,0,No Obstruction Noted
15573,27,270214,1,0,No Obstruction Noted
15574,27,270215,1,0,No Obstruction Noted
15575,27,270216,1,0,No Obstruction Noted
15576,27,270250,1,0,No Obstruction Noted
15577,27,270243,1,0,No Obstruction Noted
15578,27,270244,1,0,No Obstruction Noted
15579,27,270245,1,0,No Obstruction Noted
15580,27,270246,1,0,No Obstruction Noted
15581,27,270247,1,0,No Obstruction Noted
15582,27,270248,1,0,No Obstruction Noted
15583,27,270249,1,0,No Obstruction Noted
15584,27,270242,1,0,No Obstruction Noted
15585,27,270251,1,0,No Obstruction Noted
15586,27,270252,1,0,No Obstruction Noted
15587,27,270253,1,0,No Obstruction Noted
15588,27,270254,1,0,No Obstruction Noted
15589,27,270255,1,0,No Obstruction Noted
15590,27,270256,1,0,No Obstruction Noted
15591,27,270257,1,0,No Obstruction Noted
15592,27,270258,1,0,No Obstruction Noted
15593,27,270237,1,0,No Obstruction Noted
15594,27,270231,1,0,No Obstruction Noted
15595,27,270232,1,0,No Obstruction Noted
15596,27,270233,1,0,No Obstruction Noted
15597,27,270234,1,0,No Obstruction Noted
15598,27,270235,1,0,No Obstruction Noted
15599,27,270236,1,0,No Obstruction Noted
15600,27,270317,1,0,No Obstruction Noted
15601,27,270238,1,0,No Obstruction Noted
15602,27,270239,1,0,No Obstruction Noted
15603,27,270240,1,0,No Obstruction Noted
15604,27,270241,1,0,No Obstruction Noted
15605,27,270381,1,0,No Obstruction Noted
15606,27,270382,1,0,No Obstruction Noted
15607,27,270380,1,0,No Obstruction Noted
15608,27,270339,1,0,No Obstruction Noted
15609,27,270332,1,0,No Obstruction Noted
15610,27,270333,1,0,No Obstruction Noted
15611,27,270334,1,0,No Obstruction Noted
15612,27,270335,1,0,No Obstruction Noted
15613,27,270336,1,0,No Obstruction Noted
15614,27,270337,1,0,No Obstruction Noted
15615,27,270338,1,0,No Obstruction Noted
15616,27,270340,1,0,No Obstruction Noted
15617,27,270341,1,0,No Obstruction Noted
15618,27,270343,1,0,No Obstruction Noted
15619,27,270344,1,0,No Obstruction Noted
15620,27,270345,1,0,No Obstruction Noted
15621,27,270346,1,0,No Obstruction Noted
15622,27,270347,1,0,No Obstruction Noted
15623,27,270318,1,0,No Obstruction Noted
15624,27,270320,1,0,No Obstruction Noted
15625,27,270321,1,0,No Obstruction Noted
15626,27,270322,1,0,No Obstruction Noted
15627,27,270323,1,0,No Obstruction Noted
15628,27,270324,1,0,No Obstruction Noted
15629,27,270325,1,0,No Obstruction Noted
15630,27,270326,1,0,No Obstruction Noted
15631,27,270327,1,0,No Obstruction Noted
15632,27,270328,1,0,No Obstruction Noted
15633,27,270329,1,0,No Obstruction Noted
15634,27,270330,1,0,No Obstruction Noted
15635,27,270331,1,0,No Obstruction Noted
15636,27,270372,1,0,No Obstruction Noted
15637,27,270364,1,0,No Obstruction Noted
15638,27,270365,1,0,No Obstruction Noted
15639,27,270366,1,0,No Obstruction Noted
15640,27,270367,1,0,No Obstruction Noted
15641,27,270368,1,0,No Obstruction Noted
15642,27,270369,1,0,No Obstruction Noted
15643,27,270370,1,0,No Obstruction Noted
15644,27,270371,1,0,No Obstruction Noted
15645,27,270363,1,0,No Obstruction Noted
15646,27,270373,1,0,No Obstruction Noted
15647,27,270374,1,0,No Obstruction Noted
15648,27,270375,1,0,No Obstruction Noted
15649,27,270376,1,0,No Obstruction Noted
15650,27,270377,1,0,No Obstruction Noted
15651,27,270379,1,0,No Obstruction Noted
15652,27,270355,1,0,No Obstruction Noted
15653,27,270348,1,0,No Obstruction Noted
15654,27,270349,1,0,No Obstruction Noted
15655,27,270351,1,0,No Obstruction Noted
15656,27,270352,1,0,No Obstruction Noted
15657,27,270353,1,0,No Obstruction Noted
15658,27,270354,1,0,No Obstruction Noted
15659,27,270203,1,0,No Obstruction Noted
15660,27,270356,1,0,No Obstruction Noted
15661,27,270357,1,0,No Obstruction Noted
15662,27,270358,1,0,No Obstruction Noted
15663,27,270359,1,0,No Obstruction Noted
15664,27,270360,1,0,No Obstruction Noted
15665,27,270361,1,0,No Obstruction Noted
15666,27,270362,1,0,No Obstruction Noted
15667,27,270042,1,0,No Obstruction Noted
15668,27,270037,1,0,No Obstruction Noted
15669,27,270038,1,0,No Obstruction Noted
15670,27,270039,1,0,No Obstruction Noted
15671,27,270041,1,0,No Obstruction Noted
15672,27,270044,1,0,No Obstruction Noted
15673,27,270045,1,0,No Obstruction Noted
15674,27,270046,1,0,No Obstruction Noted
15675,27,270026,1,0,No Obstruction Noted
15676,27,270027,1,0,No Obstruction Noted
15677,27,270028,1,0,No Obstruction Noted
15678,27,270029,1,0,No Obstruction Noted
15679,27,270030,1,0,No Obstruction Noted
15680,27,270031,1,0,No Obstruction Noted
15681,27,270048,1,0,No Obstruction Noted
15682,27,270032,1,0,No Obstruction Noted
15683,27,270033,1,0,No Obstruction Noted
15684,27,270034,1,0,No Obstruction Noted
15685,27,270035,1,0,No Obstruction Noted
15686,27,270071,1,0,No Obstruction Noted
15687,27,270064,1,0,No Obstruction Noted
15688,27,270065,1,0,No Obstruction Noted
15689,27,270066,1,0,No Obstruction Noted
15690,27,270069,1,0,No Obstruction Noted
15691,27,270070,1,0,No Obstruction Noted
15692,27,270063,1,0,No Obstruction Noted
15693,27,270072,1,0,No Obstruction Noted
15694,27,270073,1,0,No Obstruction Noted
15695,27,270074,1,0,No Obstruction Noted
15696,27,270075,1,0,No Obstruction Noted
15697,27,270076,1,0,No Obstruction Noted
15698,27,270077,1,0,No Obstruction Noted
15699,27,270078,1,0,No Obstruction Noted
15700,27,270049,1,0,No Obstruction Noted
15701,27,270050,1,0,No Obstruction Noted
15702,27,270051,1,0,No Obstruction Noted
15703,27,270052,1,0,No Obstruction Noted
15704,27,270053,1,0,No Obstruction Noted
15705,27,270054,1,0,No Obstruction Noted
15706,27,270055,1,0,No Obstruction Noted
15707,27,270056,1,0,No Obstruction Noted
15708,27,270025,1,0,No Obstruction Noted
15709,27,270057,1,0,No Obstruction Noted
15710,27,270058,1,0,No Obstruction Noted
15711,27,270060,1,0,No Obstruction Noted
15712,27,270061,1,0,No Obstruction Noted
15713,27,270062,1,0,No Obstruction Noted
15714,27,270016,1,0,No Obstruction Noted
15715,27,270011,1,0,No Obstruction Noted
15716,27,270012,1,0,No Obstruction Noted
15717,27,270013,1,0,No Obstruction Noted
15718,27,270014,1,0,No Obstruction Noted
15719,27,270015,1,0,No Obstruction Noted
15720,27,270017,1,0,No Obstruction Noted
15721,27,270018,1,0,No Obstruction Noted
15722,27,270019,1,0,No Obstruction Noted
15723,27,270020,1,0,No Obstruction Noted
15724,27,270022,1,0,No Obstruction Noted
15725,27,270023,1,0,No Obstruction Noted
15726,27,270024,1,0,No Obstruction Noted
15727,27,270002,1,0,No Obstruction Noted
15728,27,270004,1,0,No Obstruction Noted
15729,27,270005,1,0,No Obstruction Noted
15730,27,270006,1,0,No Obstruction Noted
15731,27,270007,1,0,No Obstruction Noted
15732,27,270008,1,0,No Obstruction Noted
15733,27,270009,1,0,No Obstruction Noted
15734,27,270010,1,0,No Obstruction Noted
15735,27,270167,1,0,No Obstruction Noted
15736,27,270156,1,0,No Obstruction Noted
15737,27,270157,1,0,No Obstruction Noted
15738,27,270158,1,0,No Obstruction Noted
15739,27,270159,1,0,No Obstruction Noted
15740,27,270160,1,0,No Obstruction Noted
15741,27,270161,1,0,No Obstruction Noted
15742,27,270163,1,0,No Obstruction Noted
15743,27,270164,1,0,No Obstruction Noted
15744,27,270165,1,0,No Obstruction Noted
15745,27,270166,1,0,No Obstruction Noted
15746,27,270168,1,0,No Obstruction Noted
15747,27,270169,1,0,No Obstruction Noted
15748,27,270170,1,0,No Obstruction Noted
15749,27,270171,1,0,No Obstruction Noted
15750,27,270172,1,0,No Obstruction Noted
15751,27,270173,1,0,No Obstruction Noted
15752,27,270174,1,0,No Obstruction Noted
15753,27,270148,1,0,No Obstruction Noted
15754,27,270139,1,0,No Obstruction Noted
15755,27,270140,1,0,No Obstruction Noted
15756,27,270141,1,0,No Obstruction Noted
15757,27,270142,1,0,No Obstruction Noted
15758,27,270143,1,0,No Obstruction Noted
15759,27,270144,1,0,No Obstruction Noted
15760,27,270145,1,0,No Obstruction Noted
15761,27,270146,1,0,No Obstruction Noted
15762,27,270147,1,0,No Obstruction Noted
15763,27,270149,1,0,No Obstruction Noted
15764,27,270150,1,0,No Obstruction Noted
15765,27,270151,1,0,No Obstruction Noted
15766,27,270152,1,0,No Obstruction Noted
15767,27,270153,1,0,No Obstruction Noted
15768,27,270154,1,0,No Obstruction Noted
15769,27,270155,1,0,No Obstruction Noted
15770,27,270196,1,0,No Obstruction Noted
15771,27,270190,1,0,No Obstruction Noted
15772,27,270191,1,0,No Obstruction Noted
15773,27,270192,1,0,No Obstruction Noted
15774,27,270193,1,0,No Obstruction Noted
15775,27,270194,1,0,No Obstruction Noted
15776,27,270195,1,0,No Obstruction Noted
15777,27,270189,1,0,No Obstruction Noted
15778,27,270197,1,0,No Obstruction Noted
15779,27,270198,1,0,No Obstruction Noted
15780,27,270199,1,0,No Obstruction Noted
15781,27,270200,1,0,No Obstruction Noted
15782,27,270201,1,0,No Obstruction Noted
15783,27,270202,1,0,No Obstruction Noted
15784,27,270175,1,0,No Obstruction Noted
15785,27,270177,1,0,No Obstruction Noted
15786,27,270178,1,0,No Obstruction Noted
15787,27,270179,1,0,No Obstruction Noted
15788,27,270180,1,0,No Obstruction Noted
15789,27,270181,1,0,No Obstruction Noted
15790,27,270182,1,0,No Obstruction Noted
15791,27,270183,1,0,No Obstruction Noted
15792,27,270184,1,0,No Obstruction Noted
15793,27,270185,1,0,No Obstruction Noted
15794,27,270186,1,0,No Obstruction Noted
15795,27,270187,1,0,No Obstruction Noted
15796,27,270188,1,0,No Obstruction Noted
15797,27,270096,1,0,No Obstruction Noted
15798,27,270097,1,0,No Obstruction Noted
15799,27,270098,1,0,No Obstruction Noted
15800,27,270099,1,0,No Obstruction Noted
15801,27,270100,1,0,No Obstruction Noted
15802,27,270101,1,0,No Obstruction Noted
15803,27,270102,1,0,No Obstruction Noted
15804,27,270103,1,0,No Obstruction Noted
15805,27,270104,1,0,No Obstruction Noted
15806,27,270105,1,0,No Obstruction Noted
15807,27,270095,1,0,No Obstruction Noted
15808,27,270106,1,0,No Obstruction Noted
15809,27,270107,1,0,No Obstruction Noted
15810,27,270108,1,0,No Obstruction Noted
15811,27,270109,1,0,No Obstruction Noted
15812,27,270110,1,0,No Obstruction Noted
15813,27,270111,1,0,No Obstruction Noted
15814,27,270088,1,0,No Obstruction Noted
15815,27,270079,1,0,No Obstruction Noted
15816,27,270080,1,0,No Obstruction Noted
15817,27,270081,1,0,No Obstruction Noted
15818,27,270082,1,0,No Obstruction Noted
15819,27,270083,1,0,No Obstruction Noted
15820,27,270084,1,0,No Obstruction Noted
15821,27,270085,1,0,No Obstruction Noted
15822,27,270087,1,0,No Obstruction Noted
